image_index,class_index,class_name,simple_prompt,complex_prompt
418,8,ship,a black and white photo of the ship.,a close-up photo of a strange ship.
419,9,truck,a blurry photo of a truck.,a photo of a realistic truck.
420,4,deer,a bad photo of a deer.,a blurry photo of a strange deer.
421,2,bird,a pixelated photo of the bird.,a pixelated photo of the cute bird.
422,7,horse,a photo of a horse.,a bright photo of a fast horse.
423,2,bird,a jpeg corrupted photo of a bird.,a close-up photo of a old bird.
424,5,dog,a black and white photo of the dog.,a jpeg corrupted photo of a fast dog.
425,2,bird,a bad photo of a bird.,a jpeg corrupted photo of a realistic bird.
426,5,dog,a small photo of the dog.,a blurry photo of a realistic dog.
427,1,automobile,a bright photo of a automobile.,a rendition of a noisy automobile.
428,9,truck,a bad photo of a truck.,a close-up photo of a cute truck.
429,4,deer,a cropped photo of a deer.,a close-up photo of a small deer.
430,8,ship,a bright photo of a ship.,a close-up photo of a modern ship.
431,5,dog,a rendition of a dog.,a small photo of the old dog.
432,1,automobile,a small photo of the automobile.,a pixelated photo of the big automobile.
433,7,horse,a bright photo of a horse.,a blurry photo of a realistic horse.
434,4,deer,a cropped photo of a deer.,a small photo of the noisy deer.
435,4,deer,a close-up photo of a deer.,a jpeg corrupted photo of a realistic deer.
436,0,airplane,a pixelated photo of the airplane.,a photo of a big airplane.
437,6,frog,a pixelated photo of the frog.,a small photo of the realistic frog.
438,9,truck,a cropped photo of a truck.,a photo of a colorful truck.
439,0,airplane,a pixelated photo of the airplane.,a cropped photo of a noisy airplane.
440,7,horse,a pixelated photo of the horse.,a cropped photo of a cute horse.
441,8,ship,a jpeg corrupted photo of a ship.,a jpeg corrupted photo of a old ship.
442,8,ship,a rendition of a ship.,a bright photo of a old ship.
443,9,truck,a blurry photo of a truck.,a small photo of the small truck.
444,9,truck,a bright photo of a truck.,a jpeg corrupted photo of a old truck.
445,3,cat,a cropped photo of a cat.,a black and white photo of the big cat.
446,3,cat,a black and white photo of the cat.,a photo of a realistic cat.
447,4,deer,a black and white photo of the deer.,a bright photo of a modern deer.
448,0,airplane,a small photo of the airplane.,a rendition of a realistic airplane.
449,4,deer,a jpeg corrupted photo of a deer.,a cropped photo of a noisy deer.
450,5,dog,a close-up photo of a dog.,a bright photo of a realistic dog.
451,6,frog,a photo of a frog.,a rendition of a old frog.
452,6,frog,a black and white photo of the frog.,a jpeg corrupted photo of a cute frog.
453,0,airplane,a bad photo of a airplane.,a black and white photo of the old airplane.
454,1,automobile,a jpeg corrupted photo of a automobile.,a cropped photo of a small automobile.
455,0,airplane,a photo of a airplane.,a bright photo of a noisy airplane.
456,8,ship,a cropped photo of a ship.,a black and white photo of the fast ship.
457,0,airplane,a bright photo of a airplane.,a blurry photo of a big airplane.
458,4,deer,a rendition of a deer.,a rendition of a realistic deer.
459,8,ship,a close-up photo of a ship.,a close-up photo of a small ship.
460,8,ship,a small photo of the ship.,a rendition of a big ship.
461,1,automobile,a rendition of a automobile.,a jpeg corrupted photo of a big automobile.
462,5,dog,a photo of a dog.,a black and white photo of the big dog.
463,2,bird,a blurry photo of a bird.,a low resolution photo of a small bird.
464,6,frog,a photo of a frog.,a bad photo of a modern frog.
465,8,ship,a small photo of the ship.,a bad photo of a strange ship.
466,1,automobile,a bright photo of a automobile.,a cropped photo of a strange automobile.
467,0,airplane,a small photo of the airplane.,a blurry photo of a small airplane.
468,0,airplane,a bad photo of a airplane.,a bright photo of a old airplane.
469,7,horse,a photo of a horse.,a cropped photo of a cute horse.
470,7,horse,a close-up photo of a horse.,a blurry photo of a fast horse.
471,5,dog,a rendition of a dog.,a small photo of the big dog.
472,9,truck,a cropped photo of a truck.,a close-up photo of a strange truck.
473,6,frog,a black and white photo of the frog.,a black and white photo of the realistic frog.
474,2,bird,a jpeg corrupted photo of a bird.,a small photo of the strange bird.
475,8,ship,a black and white photo of the ship.,a blurry photo of a realistic ship.
476,3,cat,a bright photo of a cat.,a pixelated photo of the big cat.
477,4,deer,a small photo of the deer.,a jpeg corrupted photo of a cute deer.
478,7,horse,a rendition of a horse.,a cropped photo of a fast horse.
479,3,cat,a cropped photo of a cat.,a rendition of a strange cat.
480,9,truck,a low resolution photo of a truck.,a bright photo of a fast truck.
481,0,airplane,a photo of a airplane.,a black and white photo of the big airplane.
482,1,automobile,a rendition of a automobile.,a bright photo of a cute automobile.
483,2,bird,a black and white photo of the bird.,a bright photo of a fast bird.
484,4,deer,a pixelated photo of the deer.,a bad photo of a realistic deer.
485,8,ship,a low resolution photo of a ship.,a pixelated photo of the old ship.
486,1,automobile,a jpeg corrupted photo of a automobile.,a close-up photo of a colorful automobile.
487,8,ship,a jpeg corrupted photo of a ship.,a photo of a old ship.
488,6,frog,a bright photo of a frog.,a close-up photo of a realistic frog.
489,4,deer,a pixelated photo of the deer.,a close-up photo of a small deer.
490,4,deer,a pixelated photo of the deer.,a small photo of the realistic deer.
491,5,dog,a low resolution photo of a dog.,a low resolution photo of a fast dog.
492,7,horse,a bright photo of a horse.,a jpeg corrupted photo of a small horse.
493,1,automobile,a small photo of the automobile.,a bad photo of a cute automobile.
494,3,cat,a bright photo of a cat.,a close-up photo of a noisy cat.
495,9,truck,a jpeg corrupted photo of a truck.,a rendition of a old truck.
496,8,ship,a small photo of the ship.,a jpeg corrupted photo of a noisy ship.
497,0,airplane,a close-up photo of a airplane.,a black and white photo of the realistic airplane.
498,1,automobile,a black and white photo of the automobile.,a rendition of a cute automobile.
499,7,horse,a photo of a horse.,a pixelated photo of the old horse.
500,5,dog,a low resolution photo of a dog.,a bright photo of a old dog.
501,8,ship,a low resolution photo of a ship.,a rendition of a cute ship.
502,2,bird,a jpeg corrupted photo of a bird.,a jpeg corrupted photo of a big bird.
503,8,ship,a jpeg corrupted photo of a ship.,a cropped photo of a realistic ship.
504,0,airplane,a cropped photo of a airplane.,a jpeg corrupted photo of a big airplane.
505,4,deer,a close-up photo of a deer.,a black and white photo of the cute deer.
506,1,automobile,a close-up photo of a automobile.,a blurry photo of a strange automobile.
507,8,ship,a black and white photo of the ship.,a bright photo of a colorful ship.
508,9,truck,a bad photo of a truck.,a cropped photo of a fast truck.
509,8,ship,a rendition of a ship.,a bad photo of a strange ship.
510,2,bird,a cropped photo of a bird.,a cropped photo of a big bird.
511,9,truck,a close-up photo of a truck.,a jpeg corrupted photo of a strange truck.
512,9,truck,a small photo of the truck.,a small photo of the old truck.
513,2,bird,a small photo of the bird.,a small photo of the old bird.
514,7,horse,a black and white photo of the horse.,a close-up photo of a cute horse.
515,5,dog,a jpeg corrupted photo of a dog.,a cropped photo of a modern dog.
516,7,horse,a photo of a horse.,a small photo of the realistic horse.
517,3,cat,a cropped photo of a cat.,a rendition of a small cat.
518,8,ship,a blurry photo of a ship.,a photo of a realistic ship.
519,8,ship,a rendition of a ship.,a small photo of the old ship.
520,4,deer,a pixelated photo of the deer.,a blurry photo of a realistic deer.
521,4,deer,a photo of a deer.,a photo of a strange deer.
522,2,bird,a photo of a bird.,a bad photo of a colorful bird.
523,7,horse,a small photo of the horse.,a bad photo of a big horse.
524,1,automobile,a jpeg corrupted photo of a automobile.,a low resolution photo of a noisy automobile.
525,6,frog,a pixelated photo of the frog.,a rendition of a noisy frog.
526,4,deer,a close-up photo of a deer.,a jpeg corrupted photo of a cute deer.
527,0,airplane,a black and white photo of the airplane.,a rendition of a cute airplane.
528,4,deer,a black and white photo of the deer.,a cropped photo of a big deer.
529,6,frog,a bad photo of a frog.,a rendition of a modern frog.
530,9,truck,a small photo of the truck.,a blurry photo of a small truck.
531,7,horse,a rendition of a horse.,a small photo of the modern horse.
532,6,frog,a photo of a frog.,a blurry photo of a modern frog.
533,2,bird,a photo of a bird.,a small photo of the realistic bird.
534,5,dog,a rendition of a dog.,a rendition of a small dog.
535,5,dog,a small photo of the dog.,a small photo of the realistic dog.
536,1,automobile,a cropped photo of a automobile.,a bad photo of a old automobile.
537,7,horse,a close-up photo of a horse.,a photo of a small horse.
538,2,bird,a small photo of the bird.,a low resolution photo of a modern bird.
539,2,bird,a pixelated photo of the bird.,a bad photo of a modern bird.
540,2,bird,a close-up photo of a bird.,a jpeg corrupted photo of a cute bird.
541,9,truck,a low resolution photo of a truck.,a bad photo of a noisy truck.
542,5,dog,a jpeg corrupted photo of a dog.,a jpeg corrupted photo of a small dog.
543,4,deer,a rendition of a deer.,a photo of a cute deer.
544,2,bird,a jpeg corrupted photo of a bird.,a cropped photo of a colorful bird.
545,7,horse,a bright photo of a horse.,a black and white photo of the modern horse.
546,8,ship,a rendition of a ship.,a low resolution photo of a fast ship.
547,1,automobile,a low resolution photo of a automobile.,a bright photo of a realistic automobile.
548,3,cat,a close-up photo of a cat.,a cropped photo of a cute cat.
549,4,deer,a jpeg corrupted photo of a deer.,a jpeg corrupted photo of a fast deer.
550,3,cat,a pixelated photo of the cat.,a pixelated photo of the fast cat.
551,7,horse,a small photo of the horse.,a low resolution photo of a small horse.
552,6,frog,a rendition of a frog.,a photo of a big frog.
553,9,truck,a bad photo of a truck.,a black and white photo of the modern truck.
554,8,ship,a black and white photo of the ship.,a blurry photo of a big ship.
555,0,airplane,a cropped photo of a airplane.,a low resolution photo of a colorful airplane.
556,6,frog,a close-up photo of a frog.,a rendition of a small frog.
557,0,airplane,a jpeg corrupted photo of a airplane.,a jpeg corrupted photo of a old airplane.
558,2,bird,a jpeg corrupted photo of a bird.,a pixelated photo of the modern bird.
559,2,bird,a bad photo of a bird.,a small photo of the cute bird.
560,2,bird,a bright photo of a bird.,a bad photo of a colorful bird.
561,1,automobile,a jpeg corrupted photo of a automobile.,a bright photo of a big automobile.
562,8,ship,a close-up photo of a ship.,a rendition of a colorful ship.
563,4,deer,a close-up photo of a deer.,a bad photo of a big deer.
564,0,airplane,a bright photo of a airplane.,a pixelated photo of the big airplane.
565,1,automobile,a black and white photo of the automobile.,a low resolution photo of a old automobile.
566,8,ship,a small photo of the ship.,a bright photo of a cute ship.
567,8,ship,a bright photo of a ship.,a photo of a strange ship.
568,1,automobile,a blurry photo of a automobile.,a pixelated photo of the big automobile.
569,5,dog,a blurry photo of a dog.,a photo of a big dog.
570,7,horse,a jpeg corrupted photo of a horse.,a bright photo of a realistic horse.
571,6,frog,a black and white photo of the frog.,a jpeg corrupted photo of a small frog.
572,4,deer,a low resolution photo of a deer.,a black and white photo of the modern deer.
573,5,dog,a jpeg corrupted photo of a dog.,a black and white photo of the small dog.
574,8,ship,a blurry photo of a ship.,a photo of a colorful ship.
575,7,horse,a photo of a horse.,a photo of a colorful horse.
576,1,automobile,a bad photo of a automobile.,a jpeg corrupted photo of a modern automobile.
577,9,truck,a blurry photo of a truck.,a cropped photo of a big truck.
578,1,automobile,a close-up photo of a automobile.,a bad photo of a big automobile.
579,9,truck,a bright photo of a truck.,a low resolution photo of a fast truck.
580,8,ship,a blurry photo of a ship.,a black and white photo of the cute ship.
581,4,deer,a jpeg corrupted photo of a deer.,a cropped photo of a colorful deer.
582,7,horse,a small photo of the horse.,a black and white photo of the noisy horse.
583,3,cat,a rendition of a cat.,a bad photo of a old cat.
584,8,ship,a blurry photo of a ship.,a rendition of a big ship.
585,8,ship,a bright photo of a ship.,a bad photo of a strange ship.
586,2,bird,a close-up photo of a bird.,a bright photo of a realistic bird.
587,6,frog,a pixelated photo of the frog.,a bright photo of a old frog.
588,6,frog,a black and white photo of the frog.,a photo of a colorful frog.
589,7,horse,a rendition of a horse.,a small photo of the big horse.
